videoId,text,likeCount,published,text_raw,text_clean,is_question,question_category,question_confidence,llm_error,classification_source,result_origin
xLPWWv_-gwI,"이거 알았을때 이미 전사 30렙이었는데 이러면 전사가 늦게죽어서 1틱차이로 부활이 안되더라...
결국 궁수 31렙찍고 잡음",0,2026-07-28 01:54:45+00:00,"이거 알았을때 이미 전사 30렙이었는데 이러면 전사가 늦게죽어서 1틱차이로 부활이 안되더라...
결국 궁수 31렙찍고 잡음",이거 알았을때 이미 전사 30렙이었는데 이러면 전사가 늦게죽어서 1틱차이로 부활이 안되더라 결국 궁수 31렙찍고 잡음,False,해당없음,1.0,,gemini,legacy_checkpoint
xLPWWv_-gwI,한국인 특,0,2026-07-28 01:39:41+00:00,한국인 특,한국인 특,False,해당없음,1.0,,gemini,legacy_checkpoint
xLPWWv_-gwI,귀찮네 그냥 언젠간 깨겠지...,0,2026-07-28 01:21:37+00:00,귀찮네 그냥 언젠간 깨겠지...,귀찮네 그냥 언젠간 깨겠지,False,해당없음,1.0,,gemini,legacy_checkpoint
xLPWWv_-gwI,확률주작임 이거,0,2026-07-27 23:44:46+00:00,확률주작임 이거,확률주작임 이거,False,해당없음,1.0,,gemini,legacy_checkpoint
xLPWWv_-gwI,그냥 궁수 엔버링크 받고가셈 그냥깨짐,0,2026-07-27 23:38:44+00:00,그냥 궁수 엔버링크 받고가셈 그냥깨짐,그냥 궁수 엔버링크 받고가셈 그냥깨짐,False,해당없음,1.0,,gemini,legacy_checkpoint
xLPWWv_-gwI,극적인 영상 넣어둔거 왜케 귀엽지 수염 덥수룩한 사람일수도 있긴한데,0,2026-07-27 19:21:25+00:00,극적인 영상 넣어둔거 왜케 귀엽지 수염 덥수룩한 사람일수도 있긴한데,극적인 영상 넣어둔거 왜케 귀엽지 수염 덥수룩한 사람일수도 있긴한데,False,해당없음,1.0,,gemini,legacy_checkpoint
xLPWWv_-gwI,감사합니다! 한 시간 걸렸어요!,0,2026-07-27 16:26:36+00:00,감사합니다! 한 시간 걸렸어요!,감사합니다 한 시간 걸렸어요,False,해당없음,1.0,,gemini,legacy_checkpoint
Kf3X8XakvHk,에스페시아 2일 까먹어서 많이 뒤쳐짐...,0,2026-07-27 16:22:02+00:00,에스페시아 2일 까먹어서 많이 뒤쳐짐...,에스페시아 2일 까먹어서 많이 뒤쳐짐,False,해당없음,1.0,,gemini,legacy_checkpoint
xLPWWv_-gwI,대적자 브금 너무큼,0,2026-07-27 16:12:17+00:00,대적자 브금 너무큼,대적자 브금 너무큼,False,해당없음,1.0,,gemini,legacy_checkpoint
xLPWWv_-gwI,어차피 카오스 초반에서 경쿠만 털어먹고 끝낼건데 하루종일 메키만 보고있음ㅅㅂ,0,2026-07-27 16:08:30+00:00,어차피 카오스 초반에서 경쿠만 털어먹고 끝낼건데 하루종일 메키만 보고있음ㅅㅂ,어차피 카오스 초반에서 경쿠만 털어먹고 끝낼건데 하루종일 메키만 보고있음ㅅㅂ,False,해당없음,1.0,,gemini,legacy_checkpoint
xLPWWv_-gwI,오늘 2-6깼는데 다들 어제 깬거보고 식겁함 방치만한것도 아니고 개열심히 했는데 ㅋㅋㅋ,2,2026-07-27 15:58:19+00:00,오늘 2-6깼는데 다들 어제 깬거보고 식겁함 방치만한것도 아니고 개열심히 했는데 ㅋㅋㅋ,오늘 2 6깼는데 다들 어제 깬거보고 식겁함 방치만한것도 아니고 개열심히 했는데 ㅋㅋ,False,해당없음,1.0,,gemini,legacy_checkpoint
xLPWWv_-gwI,이렇게까지...?,0,2026-07-27 15:42:13+00:00,이렇게까지...?,이렇게까지 ?,True,기타,0.8,,gemini,legacy_checkpoint
xLPWWv_-gwI,걍 방치할게여,0,2026-07-27 15:30:49+00:00,걍 방치할게여,걍 방치할게여,False,해당없음,1.0,,gemini,legacy_checkpoint
xLPWWv_-gwI,법사템이 4단계 먼저 되는건 무슨 코드인가? 죄다 법사템부터 4단계찍고 시작하네~ 궁수 레벨이 33인데 아직도 3단계인데...ㅜㅜ,2,2026-07-27 15:23:05+00:00,법사템이 4단계 먼저 되는건 무슨 코드인가? 죄다 법사템부터 4단계찍고 시작하네~ 궁수 레벨이 33인데 아직도 3단계인데...ㅜㅜ,법사템이 4단계 먼저 되는건 무슨 코드인가? 죄다 법사템부터 4단계찍고 시작하네 궁수 레벨이 33인데 아직도 3단계인데 ㅜㅜ,True,장비_아이템,0.95,,gemini,legacy_checkpoint
xLPWWv_-gwI,"이게 뭔 소리야 하고 여러번 하니까 깨졌다..
메붕이들 최고야...짜릿해..",0,2026-07-27 15:15:48+00:00,"이게 뭔 소리야 하고 여러번 하니까 깨졌다..
메붕이들 최고야...짜릿해..",이게 뭔 소리야 하고 여러번 하니까 깨졌다 메붕이들 최고야 짜릿해,False,해당없음,1.0,,gemini,legacy_checkpoint
xLPWWv_-gwI,이렇게 까지 하는 이유가 대체 뭔가요 방치만 해도 보상 다 받는 거 아녔어?,0,2026-07-27 14:50:58+00:00,이렇게 까지 하는 이유가 대체 뭔가요 방치만 해도 보상 다 받는 거 아녔어?,이렇게 까지 하는 이유가 대체 뭔가요 방치만 해도 보상 다 받는 거 아녔어?,True,기타,0.95,,gemini,legacy_checkpoint
xLPWWv_-gwI,전사 디바이드 개짧던데 오라 -> 디바이드로 오라 딜레이동안 한마리라도 더 땡겨서 때리는게 이득아님?? 난 이렇게 했는데 디바이드 앞이 우선이라고????,0,2026-07-27 14:29:33+00:00,전사 디바이드 개짧던데 오라 -> 디바이드로 오라 딜레이동안 한마리라도 더 땡겨서 때리는게 이득아님?? 난 이렇게 했는데 디바이드 앞이 우선이라고????,전사 디바이드 개짧던데 오라 디바이드로 오라 딜레이동안 한마리라도 더 땡겨서 때리는게 이득아님?? 난 이렇게 했는데 디바이드 앞이 우선이라고??,True,사냥,0.95,,gemini,legacy_checkpoint
xLPWWv_-gwI,다른 공략 다 모르겠고 30 29 18렙 이거보고 깼습니다 감사합니다,0,2026-07-27 14:25:15+00:00,다른 공략 다 모르겠고 30 29 18렙 이거보고 깼습니다 감사합니다,다른 공략 다 모르겠고 30 29 18렙 이거보고 깼습니다 감사합니다,False,해당없음,1.0,,gemini,legacy_checkpoint
xLPWWv_-gwI,1-10 여러번 트라이 만에 전사 두번 부활하고 힐 쓰자마자 뺏다 꼇다가 두번째 힐 터져서 깸,0,2026-07-27 14:05:09+00:00,1-10 여러번 트라이 만에 전사 두번 부활하고 힐 쓰자마자 뺏다 꼇다가 두번째 힐 터져서 깸,1 10 여러번 트라이 만에 전사 두번 부활하고 힐 쓰자마자 뺏다 꼇다가 두번째 힐 터져서 깸,False,해당없음,1.0,,gemini,legacy_checkpoint
xLPWWv_-gwI,방치형이라고 이 양반들아...😂😂,3,2026-07-27 13:51:41+00:00,방치형이라고 이 양반들아...😂😂,방치형이라고 이 양반들아,False,해당없음,1.0,,gemini,legacy_checkpoint
WD11kJwi7qk,​@잼이감사합니다,0,2026-07-27 13:50:50+00:00,​@잼이감사합니다,,,,,,,
xLPWWv_-gwI,귀찮은분은 걍 궁수31렙까지 방치하세요 그러면 2-10 걍 딜찍됨 지금 올라오는건 최소컷 깎는것들이라 그럼,1,2026-07-27 13:40:11+00:00,귀찮은분은 걍 궁수31렙까지 방치하세요 그러면 2-10 걍 딜찍됨 지금 올라오는건 최소컷 깎는것들이라 그럼,귀찮은분은 걍 궁수31렙까지 방치하세요 그러면 2 10 걍 딜찍됨 지금 올라오는건 최소컷 깎는것들이라 그럼,False,해당없음,1.0,,gemini,legacy_checkpoint
xLPWWv_-gwI,"공략은모르겠고 계속부활하다가 어떻게깻는데 3-1부터 드랍 지린다 
5티어장비 막뜬느거보고 장비합성 존나할동안 걍놔두고 올라가서 장비파밍해도 상관업을듯 켜놓고 큐브만 미리모아놓으면 될거같음",0,2026-07-27 13:36:59+00:00,"공략은모르겠고 계속부활하다가 어떻게깻는데 3-1부터 드랍 지린다 
5티어장비 막뜬느거보고 장비합성 존나할동안 걍놔두고 올라가서 장비파밍해도 상관업을듯 켜놓고 큐브만 미리모아놓으면 될거같음",공략은모르겠고 계속부활하다가 어떻게깻는데 3 1부터 드랍 지린다 5티어장비 막뜬느거보고 장비합성 존나할동안 걍놔두고 올라가서 장비파밍해도 상관업을듯 켜놓고 큐브만 미리모아놓으면 될거같음,False,해당없음,1.0,,gemini,legacy_checkpoint
xLPWWv_-gwI,"이미 할게 존나 많았는데, 어떤 새끼가 할 거 없다고 반복 요구했는지 ㅆㅂ.....
할게 더 많아졌어.........하..............................................................................

할게 많은 전사 D지기 직전!!! 8:04",0,2026-07-27 13:20:01+00:00,"이미 할게 존나 많았는데, 어떤 새끼가 할 거 없다고 반복 요구했는지 ㅆㅂ.....
할게 더 많아졌어.........하..............................................................................

할게 많은 전사 D지기 직전!!! 8:04",이미 할게 존나 많았는데 어떤 새끼가 할 거 없다고 반복 요구했는지 ㅆㅂ 할게 더 많아졌어 하 할게 많은 전사 D지기 직전 8 04,False,해당없음,1.0,,gemini,legacy_checkpoint
xLPWWv_-gwI,3-4인데 여기부터가 진짜 벽임,1,2026-07-27 13:08:10+00:00,3-4인데 여기부터가 진짜 벽임,3 4인데 여기부터가 진짜 벽임,False,해당없음,0.95,,gemini,legacy_checkpoint
xLPWWv_-gwI,"넥슨의 의도: 방치만 하면 자연스럽게 스테이지 클리어
현실: 모든 메붕이들이 최소컷 빌드 깎는 노인",0,2026-07-27 12:57:55+00:00,"넥슨의 의도: 방치만 하면 자연스럽게 스테이지 클리어
현실: 모든 메붕이들이 최소컷 빌드 깎는 노인",넥슨의 의도 방치만 하면 자연스럽게 스테이지 클리어 현실 모든 메붕이들이 최소컷 빌드 깎는 노인,False,해당없음,1.0,,gemini,legacy_checkpoint
xLPWWv_-gwI,난 적당히 하고있었는데 어젠가 2-10 최소컷글 올라오고 3-1 보만튀로 5단계 장비들 먹는거보고 따라하고 있어서 너무 스트레스임.. 적당히 손 안타는 컨텐츠를 내야지 남들과 비교되서 안할수도 없고,0,2026-07-27 12:47:35+00:00,난 적당히 하고있었는데 어젠가 2-10 최소컷글 올라오고 3-1 보만튀로 5단계 장비들 먹는거보고 따라하고 있어서 너무 스트레스임.. 적당히 손 안타는 컨텐츠를 내야지 남들과 비교되서 안할수도 없고,난 적당히 하고있었는데 어젠가 2 10 최소컷글 올라오고 3 1 보만튀로 5단계 장비들 먹는거보고 따라하고 있어서 너무 스트레스임 적당히 손 안타는 컨텐츠를 내야지 남들과 비교되서 안할수도 없고,False,해당없음,1.0,,gemini,legacy_checkpoint
xLPWWv_-gwI,와 씁빡!!!! 전사 30렙인데 28레벨 공략하고 29레벨공략보고 3시간트라이했는데 안되길레 포기하고 침대 누웠는데 이게 떠서 보고 마지막이다 생각하고 따라했는데 성불했습니다... 하... 감삼다...,0,2026-07-27 12:44:44+00:00,와 씁빡!!!! 전사 30렙인데 28레벨 공략하고 29레벨공략보고 3시간트라이했는데 안되길레 포기하고 침대 누웠는데 이게 떠서 보고 마지막이다 생각하고 따라했는데 성불했습니다... 하... 감삼다...,와 씁빡 전사 30렙인데 28레벨 공략하고 29레벨공략보고 3시간트라이했는데 안되길레 포기하고 침대 누웠는데 이게 떠서 보고 마지막이다 생각하고 따라했는데 성불했습니다 하 감삼다,False,해당없음,1.0,,gemini,legacy_checkpoint
LwHvINCLuvI,하버는 주는데 보상은 다시 안줘여 ㅠㅠ,0,2026-07-27 12:40:33+00:00,하버는 주는데 보상은 다시 안줘여 ㅠㅠ,하버는 주는데 보상은 다시 안줘여 ㅠㅠ,,,,,,
WD11kJwi7qk,등업 잘안돼서 대충 실버큐브로 15퍼만 띄우세여,1,2026-07-27 12:40:15+00:00,등업 잘안돼서 대충 실버큐브로 15퍼만 띄우세여,등업 잘안돼서 대충 실버큐브로 15퍼만 띄우세여,,,,,,
xLPWWv_-gwI,이렇게까지 해야되는거야…?,0,2026-07-27 12:37:06+00:00,이렇게까지 해야되는거야…?,이렇게까지 해야되는거야 ?,True,기타,0.8,,gemini,legacy_checkpoint
xLPWWv_-gwI,이렇게까지 해야하낰ㅋㅋㅋ 분명 방치형인데 공략이 계속올라와 심지어 템세팅돜ㅋ,0,2026-07-27 12:32:25+00:00,이렇게까지 해야하낰ㅋㅋㅋ 분명 방치형인데 공략이 계속올라와 심지어 템세팅돜ㅋ,이렇게까지 해야하낰ㅋㅋ 분명 방치형인데 공략이 계속올라와 심지어 템세팅돜ㅋ,False,해당없음,0.95,,gemini,legacy_checkpoint
xLPWWv_-gwI,"궁금한게  전사 스킬 순서에서
디바이드 먼저 하니까   오라가 쿨 밀림있는데 괜찮나요?
그리고 전사 디바이드가   법사 플레임처럼 범위가좁네요",0,2026-07-27 12:28:37+00:00,"궁금한게  전사 스킬 순서에서
디바이드 먼저 하니까   오라가 쿨 밀림있는데 괜찮나요?
그리고 전사 디바이드가   법사 플레임처럼 범위가좁네요",궁금한게 전사 스킬 순서에서 디바이드 먼저 하니까 오라가 쿨 밀림있는데 괜찮나요? 그리고 전사 디바이드가 법사 플레임처럼 범위가좁네요,True,스킬_6차,0.95,,gemini,legacy_checkpoint
xLPWWv_-gwI,29/28/19 이거 보고 15트 정도 하고 깼습니다..!!!!,0,2026-07-27 12:11:54+00:00,29/28/19 이거 보고 15트 정도 하고 깼습니다..!!!!,29 28 19 이거 보고 15트 정도 하고 깼습니다,False,해당없음,1.0,,gemini,legacy_checkpoint
xLPWWv_-gwI,와 한 1시간 했나? 드디어 깼네 ㅋㅋ,0,2026-07-27 11:59:14+00:00,와 한 1시간 했나? 드디어 깼네 ㅋㅋ,와 한 1시간 했나? 드디어 깼네 ㅋㅋ,False,해당없음,1.0,,gemini,legacy_checkpoint
xLPWWv_-gwI,하는데 계속 법사가 궁수 앞으로감...,0,2026-07-27 11:57:47+00:00,하는데 계속 법사가 궁수 앞으로감...,하는데 계속 법사가 궁수 앞으로감,True,시스템,0.8,,gemini,legacy_checkpoint
xLPWWv_-gwI,클리어 영상 공유한거 귀여우시네요,0,2026-07-27 11:51:55+00:00,클리어 영상 공유한거 귀여우시네요,클리어 영상 공유한거 귀여우시네요,False,해당없음,1.0,,gemini,legacy_checkpoint
OgDvqNAM4ts,넵,1,2026-07-27 11:44:23+00:00,넵,넵,,,,,,
WD11kJwi7qk,보마 조아여,0,2026-07-27 11:43:12+00:00,보마 조아여,보마 조아여,,,,,,
xLPWWv_-gwI,왜...방치형인데 이렇게까지 하는 건데...,0,2026-07-27 11:42:21+00:00,왜...방치형인데 이렇게까지 하는 건데...,왜 방치형인데 이렇게까지 하는 건데,True,기타,0.9,,gemini,legacy_checkpoint
xLPWWv_-gwI,"메키 그 n차 통수를 당하고도 왜 하나 했더니 이래서였구나ㅋㅋㅋ
메키 하지는 않을 거지만 이번 이벤은 재밌다ㅋㅋ",0,2026-07-27 11:39:00+00:00,"메키 그 n차 통수를 당하고도 왜 하나 했더니 이래서였구나ㅋㅋㅋ
메키 하지는 않을 거지만 이번 이벤은 재밌다ㅋㅋ",메키 그 n차 통수를 당하고도 왜 하나 했더니 이래서였구나ㅋㅋ 메키 하지는 않을 거지만 이번 이벤은 재밌다ㅋㅋ,False,해당없음,1.0,,gemini,legacy_checkpoint
xLPWWv_-gwI,아무도 방치 안하고 최선을 다해 즐기는중인 울티마 스쿼드,1,2026-07-27 11:31:09+00:00,아무도 방치 안하고 최선을 다해 즐기는중인 울티마 스쿼드,아무도 방치 안하고 최선을 다해 즐기는중인 울티마 스쿼드,False,해당없음,1.0,,gemini,legacy_checkpoint
xLPWWv_-gwI,아니 미니게임에 빌드를 짠다고? 다들 쌀조각에 이토록 진심이였구나 ㅋㅋㅋㅋㅋㅋㅋㅋㅋ,1,2026-07-27 11:18:10+00:00,아니 미니게임에 빌드를 짠다고? 다들 쌀조각에 이토록 진심이였구나 ㅋㅋㅋㅋㅋㅋㅋㅋㅋ,아니 미니게임에 빌드를 짠다고? 다들 쌀조각에 이토록 진심이였구나 ㅋㅋ,False,해당없음,1.0,,gemini,legacy_checkpoint
xLPWWv_-gwI,이거 보고 2-6 깻네여 ㅋㅋ 근데 마지막 전사는 아이언 바디로 다시 스위칭해서 퓨탱으로 굴리는게 보스에서 좋더라구여,0,2026-07-27 11:12:08+00:00,이거 보고 2-6 깻네여 ㅋㅋ 근데 마지막 전사는 아이언 바디로 다시 스위칭해서 퓨탱으로 굴리는게 보스에서 좋더라구여,이거 보고 2 6 깻네여 ㅋㅋ 근데 마지막 전사는 아이언 바디로 다시 스위칭해서 퓨탱으로 굴리는게 보스에서 좋더라구여,False,해당없음,1.0,,gemini,legacy_checkpoint
xLPWWv_-gwI,제일놀라운건 아직 법사템도 없는데 4단계 장비 법사만떠서 법사는 4단계 풀셋인게 석 ㅈㄴ나감,50,2026-07-27 11:05:59+00:00,제일놀라운건 아직 법사템도 없는데 4단계 장비 법사만떠서 법사는 4단계 풀셋인게 석 ㅈㄴ나감,제일놀라운건 아직 법사템도 없는데 4단계 장비 법사만떠서 법사는 4단계 풀셋인게 석 ㅈㄴ나감,False,해당없음,1.0,,gemini,legacy_checkpoint
xLPWWv_-gwI,이거보고 2-10깼음!,0,2026-07-27 11:02:26+00:00,이거보고 2-10깼음!,이거보고 2 10깼음,False,해당없음,1.0,,gemini,legacy_checkpoint
xLPWWv_-gwI,방치형 게임 (현생 방치),2,2026-07-27 10:58:07+00:00,방치형 게임 (현생 방치),방치형 게임 현생 방치,False,해당없음,1.0,,gemini,legacy_checkpoint
xLPWWv_-gwI,그냥 방치해서 렙올린다음깰란다,0,2026-07-27 10:55:57+00:00,그냥 방치해서 렙올린다음깰란다,그냥 방치해서 렙올린다음깰란다,False,해당없음,1.0,,gemini,legacy_checkpoint
xLPWWv_-gwI,난 왜 궁수 장비 만 4렙 3개지?,0,2026-07-27 10:53:39+00:00,난 왜 궁수 장비 만 4렙 3개지?,난 왜 궁수 장비 만 4렙 3개지?,True,장비_아이템,0.9,,gemini,legacy_checkpoint
xLPWWv_-gwI,이거 전사 체력이 너무 높아지면 택틱이 좀 달라지나봄 비틀다 보니 깨졌다,1,2026-07-27 10:52:31+00:00,이거 전사 체력이 너무 높아지면 택틱이 좀 달라지나봄 비틀다 보니 깨졌다,이거 전사 체력이 너무 높아지면 택틱이 좀 달라지나봄 비틀다 보니 깨졌다,False,해당없음,0.95,,gemini,legacy_checkpoint
xLPWWv_-gwI,와.... 이렇게까지 해야돼? ㄷㄷㄷㄷ 걍 냅둘래,1,2026-07-27 10:52:08+00:00,와.... 이렇게까지 해야돼? ㄷㄷㄷㄷ 걍 냅둘래,와 이렇게까지 해야돼? ㄷㄷ 걍 냅둘래,False,해당없음,1.0,,gemini,legacy_checkpoint
xLPWWv_-gwI,"그냥 방치형이면 냅두겠는데 창섭이형이 보상 싹다 받으려면 좀 해야한다고 하지 않았음? 그것때문에 다들 최대한 빨리 보상 다 챙기고 신경쓸거 줄이려고 난리인거 같은데
합성 법사템만 주구장창 나와서 전/궁 2928 인데 4티어 장비 1개씩 끼고있고 법사는 13인데 4티어 장비 2개 들고있음 확률 이거 맞음? ㅅㅂ",0,2026-07-27 10:51:19+00:00,"그냥 방치형이면 냅두겠는데 창섭이형이 보상 싹다 받으려면 좀 해야한다고 하지 않았음? 그것때문에 다들 최대한 빨리 보상 다 챙기고 신경쓸거 줄이려고 난리인거 같은데
합성 법사템만 주구장창 나와서 전/궁 2928 인데 4티어 장비 1개씩 끼고있고 법사는 13인데 4티어 장비 2개 들고있음 확률 이거 맞음? ㅅㅂ",그냥 방치형이면 냅두겠는데 창섭이형이 보상 싹다 받으려면 좀 해야한다고 하지 않았음? 그것때문에 다들 최대한 빨리 보상 다 챙기고 신경쓸거 줄이려고 난리인거 같은데 합성 법사템만 주구장창 나와서 전 궁 2928 인데 4티어 장비 1개씩 끼고있고 법사는 13인데 4티어 장비 2개 들고있음 확률 이거 맞음? ㅅㅂ,True,기타,0.9,,gemini,legacy_checkpoint
xLPWWv_-gwI,어차피 현생이슈로 방치 레벨업만 하면 개추... ㅠㅠ 아이템 얻고싶당,0,2026-07-27 10:51:16+00:00,어차피 현생이슈로 방치 레벨업만 하면 개추... ㅠㅠ 아이템 얻고싶당,어차피 현생이슈로 방치 레벨업만 하면 개추 ㅠㅠ 아이템 얻고싶당,False,해당없음,1.0,,gemini,legacy_checkpoint
xLPWWv_-gwI,경험치 생각하면 2-7이긴한데 3-1에서 5렙 한번씩 주워먹으면 내려가기 쉽지않음ㅋㅋㅋ,2,2026-07-27 10:48:21+00:00,경험치 생각하면 2-7이긴한데 3-1에서 5렙 한번씩 주워먹으면 내려가기 쉽지않음ㅋㅋㅋ,경험치 생각하면 2 7이긴한데 3 1에서 5렙 한번씩 주워먹으면 내려가기 쉽지않음ㅋㅋ,False,해당없음,1.0,,gemini,legacy_checkpoint
xLPWWv_-gwI,3:00 왜이렇게 빨리죽나요!!!!,0,2026-07-27 10:42:49+00:00,3:00 왜이렇게 빨리죽나요!!!!,3 00 왜이렇게 빨리죽나요,True,보스,0.95,,gemini,legacy_checkpoint
xLPWWv_-gwI,딱 29 28 18에서 2-10 막혀서 스킬 교체 트라이 연구중이었는데 공략이 올라왔네.,0,2026-07-27 10:37:49+00:00,딱 29 28 18에서 2-10 막혀서 스킬 교체 트라이 연구중이었는데 공략이 올라왔네.,딱 29 28 18에서 2 10 막혀서 스킬 교체 트라이 연구중이었는데 공략이 올라왔네,False,해당없음,1.0,,gemini,legacy_checkpoint
xLPWWv_-gwI,이게 되네.. 덕분에 깼습니다,0,2026-07-27 10:35:01+00:00,이게 되네.. 덕분에 깼습니다,이게 되네 덕분에 깼습니다,False,해당없음,1.0,,gemini,legacy_checkpoint
xLPWWv_-gwI,극단적 고관여 미니게임ㄷㄷ,2,2026-07-27 10:25:24+00:00,극단적 고관여 미니게임ㄷㄷ,극단적 고관여 미니게임ㄷㄷ,False,해당없음,1.0,,gemini,legacy_checkpoint
xLPWWv_-gwI,덕분에 30/30/21로 뚫었습니다!,0,2026-07-27 10:23:15+00:00,덕분에 30/30/21로 뚫었습니다!,덕분에 30 30 21로 뚫었습니다,False,해당없음,1.0,,gemini,legacy_checkpoint
xLPWWv_-gwI,2-6 전사 25렙 궁수 24렙으로 깨본 결과 전사를 몬스터 거의 다 잡고 죽일 때보다 몬스터 웨이브 초반에 죽였을 때 궁수 피조절이 원활하게 됐습니다. 체감상으로 30~40퍼 정도 까였던거 같습니다. 다들 최소컷 화이팅 하시길~,0,2026-07-27 10:16:00+00:00,2-6 전사 25렙 궁수 24렙으로 깨본 결과 전사를 몬스터 거의 다 잡고 죽일 때보다 몬스터 웨이브 초반에 죽였을 때 궁수 피조절이 원활하게 됐습니다. 체감상으로 30~40퍼 정도 까였던거 같습니다. 다들 최소컷 화이팅 하시길~,2 6 전사 25렙 궁수 24렙으로 깨본 결과 전사를 몬스터 거의 다 잡고 죽일 때보다 몬스터 웨이브 초반에 죽였을 때 궁수 피조절이 원활하게 됐습니다 체감상으로 30 40퍼 정도 까였던거 같습니다 다들 최소컷 화이팅 하시길,False,해당없음,1.0,,gemini,legacy_checkpoint
xLPWWv_-gwI,"방치형은 무슨 하루종일 템깎고 빌드 바꿔보고 딴거 할 시간이 없다
방치 = 이거 정조대임",3,2026-07-27 10:14:00+00:00,"방치형은 무슨 하루종일 템깎고 빌드 바꿔보고 딴거 할 시간이 없다
방치 = 이거 정조대임",방치형은 무슨 하루종일 템깎고 빌드 바꿔보고 딴거 할 시간이 없다 방치 이거 정조대임,False,해당없음,1.0,,gemini,legacy_checkpoint
xLPWWv_-gwI,안깨져서 냅두고 있었는데 빌드 따라 하니까 바로 원트 클 했네;;;;,0,2026-07-27 10:10:56+00:00,안깨져서 냅두고 있었는데 빌드 따라 하니까 바로 원트 클 했네;;;;,안깨져서 냅두고 있었는데 빌드 따라 하니까 바로 원트 클 했네,False,해당없음,1.0,,gemini,legacy_checkpoint
xLPWWv_-gwI,빌드 보는데 어이가 없네 ㅋㅋㅋㅋㅋㅋ;,0,2026-07-27 10:06:56+00:00,빌드 보는데 어이가 없네 ㅋㅋㅋㅋㅋㅋ;,빌드 보는데 어이가 없네 ㅋㅋ,False,해당없음,1.0,,gemini,legacy_checkpoint
xLPWWv_-gwI,장비  3티어가 계속 똑같은것만 나오는데 버그 아니냐고~~~~,2,2026-07-27 09:58:51+00:00,장비  3티어가 계속 똑같은것만 나오는데 버그 아니냐고~~~~,장비 3티어가 계속 똑같은것만 나오는데 버그 아니냐고,True,시스템,0.95,,gemini,legacy_checkpoint
xLPWWv_-gwI,자신들이 사랑하는 게임에 한 없이 끝을 봐야 하는 인간의 자연스러운 모습,0,2026-07-27 09:45:52+00:00,자신들이 사랑하는 게임에 한 없이 끝을 봐야 하는 인간의 자연스러운 모습,자신들이 사랑하는 게임에 한 없이 끝을 봐야 하는 인간의 자연스러운 모습,False,해당없음,1.0,,gemini,legacy_checkpoint
xLPWWv_-gwI,난 템 1단계만 나와서 이제 4템 3개정도 합성해서 끼는데 4템 풀셋둘둘하는애들 뭐임,0,2026-07-27 09:44:15+00:00,난 템 1단계만 나와서 이제 4템 3개정도 합성해서 끼는데 4템 풀셋둘둘하는애들 뭐임,난 템 1단계만 나와서 이제 4템 3개정도 합성해서 끼는데 4템 풀셋둘둘하는애들 뭐임,True,장비_아이템,0.95,,gemini,legacy_checkpoint
xLPWWv_-gwI,"보스는 돌기 싫고 사냥은 귀찮고 울티마는 너무 재밋음
세르니움 입성 헤헤",7,2026-07-27 09:38:12+00:00,"보스는 돌기 싫고 사냥은 귀찮고 울티마는 너무 재밋음
세르니움 입성 헤헤",보스는 돌기 싫고 사냥은 귀찮고 울티마는 너무 재밋음 세르니움 입성 헤헤,False,해당없음,1.0,,gemini,legacy_checkpoint
xLPWWv_-gwI,"공식 메이플 클라 속 방치형 메키, 공식 리부트 밑에 클래식 이렇게 넣어두면 메이플 그냥 개 미친게임될거같은데",0,2026-07-27 09:33:06+00:00,"공식 메이플 클라 속 방치형 메키, 공식 리부트 밑에 클래식 이렇게 넣어두면 메이플 그냥 개 미친게임될거같은데",공식 메이플 클라 속 방치형 메키 공식 리부트 밑에 클래식 이렇게 넣어두면 메이플 그냥 개 미친게임될거같은데,False,해당없음,1.0,,gemini,legacy_checkpoint
xLPWWv_-gwI,노트북 켜두면 터질라그래요...,0,2026-07-27 09:28:30+00:00,노트북 켜두면 터질라그래요...,노트북 켜두면 터질라그래요,False,해당없음,1.0,,gemini,legacy_checkpoint
xLPWWv_-gwI,6:59때 궁수 앞으로 전사 새치기해서 들어와서 속 다뒤집어놓은경험있으면 개추 ㅋㅋ,4,2026-07-27 09:28:29+00:00,6:59때 궁수 앞으로 전사 새치기해서 들어와서 속 다뒤집어놓은경험있으면 개추 ㅋㅋ,6 59때 궁수 앞으로 전사 새치기해서 들어와서 속 다뒤집어놓은경험있으면 개추 ㅋㅋ,False,해당없음,1.0,,gemini,legacy_checkpoint
xLPWWv_-gwI,이거보고 2-10클리어했습니다.. 개추,1,2026-07-27 09:21:29+00:00,이거보고 2-10클리어했습니다.. 개추,이거보고 2 10클리어했습니다 개추,False,해당없음,1.0,,gemini,legacy_checkpoint
xLPWWv_-gwI,2-10이미 깨고 보는사람은 개추~,0,2026-07-27 09:20:27+00:00,2-10이미 깨고 보는사람은 개추~,2 10이미 깨고 보는사람은 개추,False,해당없음,1.0,,gemini,legacy_checkpoint
xLPWWv_-gwI,"영상의 2-10 궁수가 받고있는
독 데미지: 1557",0,2026-07-27 09:18:39+00:00,"영상의 2-10 궁수가 받고있는
독 데미지: 1557",영상의 2 10 궁수가 받고있는 독 데미지 1557,False,해당없음,1.0,,gemini,legacy_checkpoint
