category,title,created_at,views,likes,content,comment_count,title_clean,content_clean,analysis_text,has_question_signal,is_question,tokens,is_new_returning
아이템,쿨뚝 샀는데 괜찮게 산걸까요?,2026-08-14,897,0,관세 별도 75억주고 일단 샀는데 괜찮게 산건지 모르겠습니다 ㅜ,5,쿨뚝 샀는데 괜찮게 산걸까요?,관세 별도 75억주고 일단 샀는데 괜찮게 산건지 모르겠습니다 ㅜ,쿨뚝 샀는데 괜찮게 산걸까요? 관세 별도 75억주고 일단 샀는데 괜찮게 산건지 모르겠습니다 ㅜ,True,True,"['괜찮', '관세', '별도']",False
아이템,하메 도전 메린이 인데 템셋 질문있슴다,2026-08-14,369,0,"여명 보장 유니크 18성 유니크
15퍼
에디 2줄 맞추고
무보엠은 미트라사먹는거말곤 거의 효율이 안나올 상태입니다
배율이 107퍼인데
여기서 120퍼까지 올릴려면 무슨템을 사는게 좋나요
직업 불독입니다",2,하메 도전 메린이 인데 템셋 질문있슴다,여명 보장 유니크 18성 유니크 15퍼 에디 2줄 맞추고 무보엠은 미트라사먹는거말곤 거의 효율이 안나올 상태입니다 배율이 107퍼인데 여기서 120퍼까지 올릴려면 무슨템을 사는게 좋나요 직업 불독입니다,하메 도전 메린이 인데 템셋 질문있슴다 여명 보장 유니크 18성 유니크 15퍼 에디 2줄 맞추고 무보엠은 미트라사먹는거말곤 거의 효율이 안나올 상태입니다 배율이 107퍼인데 여기서 120퍼까지 올릴려면 무슨템을 사는게 좋나요 직업 불독입니다,True,True,"['도전', '메린', '템셋', '보장', '유니크', '에디', '무보엠', '미트라', '효율', '배율', '직업', '불독']",True
몬스터,"하드메이린 환산 오르는거 평딜,준극이랑 오리진이랑 비슷하면",2026-08-14,425,0,최소컷 깨려고할때 둘중 어떤거 올리는게 이득인가요?,3,"하드메이린 환산 오르는거 평딜,준극이랑 오리진이랑 비슷하면",최소컷 깨려고할때 둘중 어떤거 올리는게 이득인가요?,"하드메이린 환산 오르는거 평딜,준극이랑 오리진이랑 비슷하면 최소컷 깨려고할때 둘중 어떤거 올리는게 이득인가요?",True,True,"['하드메이린', '오르', '오리진', '최소', '이득']",False
아이템,이번 마라벨 풀셋 가격?,2026-08-14,2297,0,"피스 부위별 선택가능하고 마라벨 확률 올라간다했는데 그럼
풀셋 가격 어느정도 일까요? 저번마라벨은 풀셋얼마였나요?",2,이번 마라벨 풀셋 가격?,피스 부위별 선택가능하고 마라벨 확률 올라간다했는데 그럼 풀셋 가격 어느정도 일까요? 저번마라벨은 풀셋얼마였나요?,이번 마라벨 풀셋 가격? 피스 부위별 선택가능하고 마라벨 확률 올라간다했는데 그럼 풀셋 가격 어느정도 일까요? 저번마라벨은 풀셋얼마였나요?,True,True,"['마라벨', '풀셋', '가격', '피스', '부위', '선택', '확률', '올라가', '저번마라벨']",False
아이템,제네무기 추옵이랑 에디 건드려야할까요 ?,2026-08-14,421,0,"제네가 지금 에디 18퍼에 2추 +17퍼라서요...
여기서 업그레이드가 레전가서 에디 21퍼나 1추 + @를 해야 업그레이드가 되더라구요.
목표는 익스우 환산 60~70퍼정도로 계획중인데 무기는 그냥 스탑하고 다른부위들을 건드리는게 나을까요 ?",2,제네무기 추옵이랑 에디 건드려야할까요 ?,제네가 지금 에디 18퍼에 2추 +17퍼라서요.. 여기서 업그레이드가 레전가서 에디 21퍼나 1추 + @를 해야 업그레이드가 되더라구요. 목표는 익스우 환산 60~70퍼정도로 계획중인데 무기는 그냥 스탑하고 다른부위들을 건드리는게 나을까요 ?,제네무기 추옵이랑 에디 건드려야할까요 ? 제네가 지금 에디 18퍼에 2추 +17퍼라서요.. 여기서 업그레이드가 레전가서 에디 21퍼나 1추 + @를 해야 업그레이드가 되더라구요. 목표는 익스우 환산 60~70퍼정도로 계획중인데 무기는 그냥 스탑하고 다른부위들을 건드리는게 나을까요 ?,True,True,"['무기', '추옵', '에디', '건드리', '18퍼', '업그레이드', '레저', '익스', '계획', '스탑', '부위']",False
아이템,플라즈마 하트 스페어 질문,2026-08-14,646,0,"이번 챌섭부터 챌린저스 티어 보상으로 플라즈마 하트를 주는데, 그럼 이지 카링 잡았을때 주는 플라즈마 하트 강화권이 남는단 말이죠? 그럼 이걸 이벤트 출석보상으로 주는 페어리하트에 발라서 스페어로 사용가능할까요? 이번에 전례없던 일이라 가능한지 모르겠네요 혹시 해보신분들있나요?",1,플라즈마 하트 스페어 질문,"이번 챌섭부터 챌린저스 티어 보상으로 플라즈마 하트를 주는데, 그럼 이지 카링 잡았을때 주는 플라즈마 하트 강화권이 남는단 말이죠? 그럼 이걸 이벤트 출석보상으로 주는 페어리하트에 발라서 스페어로 사용가능할까요? 이번에 전례없던 일이라 가능한지 모르겠네요 혹시 해보신분들있나요?","플라즈마 하트 스페어 질문 이번 챌섭부터 챌린저스 티어 보상으로 플라즈마 하트를 주는데, 그럼 이지 카링 잡았을때 주는 플라즈마 하트 강화권이 남는단 말이죠? 그럼 이걸 이벤트 출석보상으로 주는 페어리하트에 발라서 스페어로 사용가능할까요? 이번에 전례없던 일이라 가능한지 모르겠네요 혹시 해보신분들있나요?",True,True,"['플라즈마', '하트', '스페어', '챌섭', '챌린저스', '보상', '이지', '강화', '이벤트', '출석', '페어리', '전례']",False
아이템,메린이 하드메이린 목표 템셋 봐주시면 감사하겠습니다!,2026-08-14,458,0,"하드메이린 잡고 챌린저 달고 싶은데 템셋팅 뭐부터 올려야할지 감이 안옵니다ㅠ 도와주시면 감사하겠습니다.
현재 하메 배율은 94% 정도 나오는 것 같아요.
ps.) 아케인심볼은 만렙 / 컨티 3렙 입니다.",3,메린이 하드메이린 목표 템셋 봐주시면 감사하겠습니다!,하드메이린 잡고 챌린저 달고 싶은데 템셋팅 뭐부터 올려야할지 감이 안옵니다ㅠ 도와주시면 감사하겠습니다. 현재 하메 배율은 94% 정도 나오는 것 같아요. ps.) 아케인심볼은 만렙 / 컨티 3렙 입니다.,메린이 하드메이린 목표 템셋 봐주시면 감사하겠습니다! 하드메이린 잡고 챌린저 달고 싶은데 템셋팅 뭐부터 올려야할지 감이 안옵니다ㅠ 도와주시면 감사하겠습니다. 현재 하메 배율은 94% 정도 나오는 것 같아요. ps.) 아케인심볼은 만렙 / 컨티 3렙 입니다.,True,True,"['메린', '하드메이린', '감사', '챌린저', '템셋팅', '배율', '아케인심볼', '만렙', '컨티', '3렙']",True
아이템,뉴비 아버 템 대체질문,2026-08-14,497,0,"직업은 렌이고 아버 끝나고나면 4에 5앜으로 가려고 합니다.
모상하 = 18 에테 / 레에
장신망숄 = 22 앜 / 레유
이정도가 비슷한 스펙이라고 들었는데 출석 보상으로 받을
18성 스타포스 강화권을 어떻게 써야할지 모르겠어서 질문드립니다.
닉네임 : 동전주중독
최종 목표는 다음 챌섭 전까지 환산 7만정도 찍을 예정입니다.",5,뉴비 아버 템 대체질문,직업은 렌이고 아버 끝나고나면 4에 5앜으로 가려고 합니다. 모상하 = 18 에테 / 레에 장신망숄 = 22 앜 / 레유 이정도가 비슷한 스펙이라고 들었는데 출석 보상으로 받을 18성 스타포스 강화권을 어떻게 써야할지 모르겠어서 질문드립니다. 닉네임 : 동전주중독 최종 목표는 다음 챌섭 전까지 환산 7만정도 찍을 예정입니다.,뉴비 아버 템 대체질문 직업은 렌이고 아버 끝나고나면 4에 5앜으로 가려고 합니다. 모상하 = 18 에테 / 레에 장신망숄 = 22 앜 / 레유 이정도가 비슷한 스펙이라고 들었는데 출석 보상으로 받을 18성 스타포스 강화권을 어떻게 써야할지 모르겠어서 질문드립니다. 닉네임 : 동전주중독 최종 목표는 다음 챌섭 전까지 환산 7만정도 찍을 예정입니다.,True,True,"['뉴비', '아버', '직업', '끝나', '상하', '에테', '레에', '장신망', '출석', '보상', '스타포스', '강화', '닉네임', '동전주', '중독', '최종', '챌섭', '환산', '예정']",True
아이템,18에테 22아케인 질문있습니다,2026-08-14,1014,0,"현재 환산 7만정도 되고 모상하 22 카루타 레에  장신견망 18 아케인 유에 사용중입니다.
카루타는 가횟이 낮아서 바꾸기 좀 힘든 상황입니다. 슬슬 장신견망 스펙이 딸리는 것 같아 바꾸려는데
장신견망 18 에테가 나을까요 22아케인으로  가는게 맞을까요 둘다 레에로 살 생각인데 훈수 부탁드립니다.",7,18에테 22아케인 질문있습니다,현재 환산 7만정도 되고 모상하 22 카루타 레에 장신견망 18 아케인 유에 사용중입니다. 카루타는 가횟이 낮아서 바꾸기 좀 힘든 상황입니다. 슬슬 장신견망 스펙이 딸리는 것 같아 바꾸려는데 장신견망 18 에테가 나을까요 22아케인으로 가는게 맞을까요 둘다 레에로 살 생각인데 훈수 부탁드립니다.,18에테 22아케인 질문있습니다 현재 환산 7만정도 되고 모상하 22 카루타 레에 장신견망 18 아케인 유에 사용중입니다. 카루타는 가횟이 낮아서 바꾸기 좀 힘든 상황입니다. 슬슬 장신견망 스펙이 딸리는 것 같아 바꾸려는데 장신견망 18 에테가 나을까요 22아케인으로 가는게 맞을까요 둘다 레에로 살 생각인데 훈수 부탁드립니다.,True,True,"['에테', '아케인', '환산', '상하', '카루타', '레에', '장신견망', '아케', '힘들', '상황', '딸리', '훈수']",False
아이템,해방 질문있습니다,2026-08-14,255,0,같은 헥환이라도 해방하고 안하고 딜 차이가 있나요?,6,해방 질문있습니다,같은 헥환이라도 해방하고 안하고 딜 차이가 있나요?,해방 질문있습니다 같은 헥환이라도 해방하고 안하고 딜 차이가 있나요?,True,True,"['해방', '헥환', '차이']",False
아이템,선생님들 헥사환산 몇을 목표로 잡아야할까요?,2026-08-14,698,0,"현재 챌섭 아델 285 / 하메까지 클리어
본섭 유니온 8천, 예전에 하다가 최근 복귀했습니다
장비를 자주 갈아엎는걸 싫어해서 중간템 여러 번 거치기보단 오래 쓸 수 있는 세팅으로 가고 싶지만,
22에테 같은 최종급은 제외입니다.
보스도 좀 널널하게 치는걸 선호합니다..
배율 130-160퍼대로 잡는?
* 월 과금 약 100만(초반 템맞출때만)
* 평일 3시간, 주말 끌리는대로 플레이
* 장기적으로 플레이 예정
이 조건이면 현실적으로 템 맞출때 목표 환산을 몇 정도로 잡는 게 좋을까요?
또 템 자주 안 바꾸는 방향이면 부위별로 어느 정도 급(17성/21성/22성, 에테/아케인/칠흑/여명 , 윗잠아래잠)까지 맞추는 게 좋은지, 템세팅 순서랑 우선순위 조언 부탁드립니다.
적정 목표 보스도 같이 말씀주시면 감사하겠습니다.",9,선생님들 헥사환산 몇을 목표로 잡아야할까요?,"현재 챌섭 아델 285 / 하메까지 클리어 본섭 유니온 8천, 예전에 하다가 최근 복귀했습니다 장비를 자주 갈아엎는걸 싫어해서 중간템 여러 번 거치기보단 오래 쓸 수 있는 세팅으로 가고 싶지만, 22에테 같은 최종급은 제외입니다. 보스도 좀 널널하게 치는걸 선호합니다.. 배율 130-160퍼대로 잡는? * 월 과금 약 100만(초반 템맞출때만) * 평일 3시간, 주말 끌리는대로 플레이 * 장기적으로 플레이 예정 이 조건이면 현실적으로 템 맞출때 목표 환산을 몇 정도로 잡는 게 좋을까요? 또 템 자주 안 바꾸는 방향이면 부위별로 어느 정도 급(17성/21성/22성, 에테/아케인/칠흑/여명 , 윗잠아래잠)까지 맞추는 게 좋은지, 템세팅 순서랑 우선순위 조언 부탁드립니다. 적정 목표 보스도 같이 말씀주시면 감사하겠습니다.","선생님들 헥사환산 몇을 목표로 잡아야할까요? 현재 챌섭 아델 285 / 하메까지 클리어 본섭 유니온 8천, 예전에 하다가 최근 복귀했습니다 장비를 자주 갈아엎는걸 싫어해서 중간템 여러 번 거치기보단 오래 쓸 수 있는 세팅으로 가고 싶지만, 22에테 같은 최종급은 제외입니다. 보스도 좀 널널하게 치는걸 선호합니다.. 배율 130-160퍼대로 잡는? * 월 과금 약 100만(초반 템맞출때만) * 평일 3시간, 주말 끌리는대로 플레이 * 장기적으로 플레이 예정 이 조건이면 현실적으로 템 맞출때 목표 환산을 몇 정도로 잡는 게 좋을까요? 또 템 자주 안 바꾸는 방향이면 부위별로 어느 정도 급(17성/21성/22성, 에테/아케인/칠흑/여명 , 윗잠아래잠)까지 맞추는 게 좋은지, 템세팅 순서랑 우선순위 조언 부탁드립니다. 적정 목표 보스도 같이 말씀주시면 감사하겠습니다.",True,True,"['선생', '헥사', '환산', '챌섭', '아델', '클리어', '본섭', '유니온', '예전', '최근', '복귀', '장비', '싫어하', '중간', '거치', '세팅', '에테', '최종', '제외', '보스', '선호', '배율', '과금', '초반', '평일', '주말', '끌리', '대로', '플레이', '장기', '예정', '조건', '현실', '방향', '부위', '아케인', '칠흑', '여명', '윗잠아래잠', '순서', '우선순위', '조언', '적정', '말씀', '감사']",True
아이템,메고수 형님들 해방무기 질문입니다!!,2026-08-14,290,0,있는 재화 다 써서 제네무기 만들었습니다! 제네패스 마지막 벨로나 잡고 주는 코인을 어디에 써야 스펙업 확률이 젤 높을까요? 참고로 추옵은 2추 19퍼급이라 1추 7퍼 정도라네요! 조언 부탁드립니다!,1,메고수 형님들 해방무기 질문입니다!!,있는 재화 다 써서 제네무기 만들었습니다! 제네패스 마지막 벨로나 잡고 주는 코인을 어디에 써야 스펙업 확률이 젤 높을까요? 참고로 추옵은 2추 19퍼급이라 1추 7퍼 정도라네요! 조언 부탁드립니다!,메고수 형님들 해방무기 질문입니다!! 있는 재화 다 써서 제네무기 만들었습니다! 제네패스 마지막 벨로나 잡고 주는 코인을 어디에 써야 스펙업 확률이 젤 높을까요? 참고로 추옵은 2추 19퍼급이라 1추 7퍼 정도라네요! 조언 부탁드립니다!,True,True,"['메고수', '해방', '무기', '재화', '만들', '제네패스', '마지막', '코인', '확률', '참고', '퍼급', '조언']",False
아이템,에테 장갑은 크주 vs 쌍크 어느게 가성비 좋나요,2026-08-14,1840,0,"샤타길래 둘중에 하나 노작으로 사서18성 찍어주고 싶은데 어느걸 사는게 더 좋을까요?
쌍크가 좋은건 아는데 가격차이가 좀 있더라고요",5,에테 장갑은 크주 vs 쌍크 어느게 가성비 좋나요,샤타길래 둘중에 하나 노작으로 사서18성 찍어주고 싶은데 어느걸 사는게 더 좋을까요? 쌍크가 좋은건 아는데 가격차이가 좀 있더라고요,에테 장갑은 크주 vs 쌍크 어느게 가성비 좋나요 샤타길래 둘중에 하나 노작으로 사서18성 찍어주고 싶은데 어느걸 사는게 더 좋을까요? 쌍크가 좋은건 아는데 가격차이가 좀 있더라고요,True,True,"['에테', '장갑', '크주', '쌍크', '가성비', '샤타', '노작', '가격', '차이']",False
직업,템환 6.4 헥환 5.3 캐릭 버리려고하는데요,2026-08-14,1291,0,"이거 다 벗겨가지고 다른캐릭템이나 맞추고 직변하려고하는데요
이거 유챔은해주고 버리는게낫지싶은데
유챔칼로스 88.24% 유챔세렌 154%나오는데
좀 더 투자해서 칼로스까지깨고 버리는게 효율이 좋은가요
아니면 그냥 세렌에서 멈추는게 효율가성비가 좋은가요?",10,템환 6.4 헥환 5.3 캐릭 버리려고하는데요,이거 다 벗겨가지고 다른캐릭템이나 맞추고 직변하려고하는데요 이거 유챔은해주고 버리는게낫지싶은데 유챔칼로스 88.24% 유챔세렌 154%나오는데 좀 더 투자해서 칼로스까지깨고 버리는게 효율이 좋은가요 아니면 그냥 세렌에서 멈추는게 효율가성비가 좋은가요?,템환 6.4 헥환 5.3 캐릭 버리려고하는데요 이거 다 벗겨가지고 다른캐릭템이나 맞추고 직변하려고하는데요 이거 유챔은해주고 버리는게낫지싶은데 유챔칼로스 88.24% 유챔세렌 154%나오는데 좀 더 투자해서 칼로스까지깨고 버리는게 효율이 좋은가요 아니면 그냥 세렌에서 멈추는게 효율가성비가 좋은가요?,True,True,"['템환', '헥환', '캐릭', '버리', '벗기', '다른캐릭템', '직변', '유채', '유챔칼로스', '유챔세렌', '투자', '칼로스', '효율', '세렌', '멈추', '가성비']",False
아이템,제네 추옵 윗잠 밑잠 중 우선 순위 부탁드립니다.,2026-08-14,251,0,밑잠은 메소 써서라도 돌려야 할거 같고 윗잠이랑 잠재는 이벤트로 주는걸로 천천히 해도 될까요?,0,제네 추옵 윗잠 밑잠 중 우선 순위 부탁드립니다.,밑잠은 메소 써서라도 돌려야 할거 같고 윗잠이랑 잠재는 이벤트로 주는걸로 천천히 해도 될까요?,제네 추옵 윗잠 밑잠 중 우선 순위 부탁드립니다. 밑잠은 메소 써서라도 돌려야 할거 같고 윗잠이랑 잠재는 이벤트로 주는걸로 천천히 해도 될까요?,True,True,"['순위', '메소', '윗잠', '이벤트']",False
기타,메린이 유니온 질문있습니다,2026-08-14,237,0,"요번 챌섭으로 시작한 메린이 입니다!
슬슬 유니온작을 해야한다던데..
제가 주캐릭은 렌이고 테라버닝으로 메르세데스, 은월, 레테를 200레벨 까지 찍어놓은 상황입니다
근데 여러 글들을 찾아보니 메르세데스에 250비약을 먹이라고 하더라구요...
이미 테라버닝으로 200레벨을 찍어놨는데 그냥 250비약 먹여도 될까요..?",2,메린이 유니온 질문있습니다,"요번 챌섭으로 시작한 메린이 입니다! 슬슬 유니온작을 해야한다던데.. 제가 주캐릭은 렌이고 테라버닝으로 메르세데스, 은월, 레테를 200레벨 까지 찍어놓은 상황입니다 근데 여러 글들을 찾아보니 메르세데스에 250비약을 먹이라고 하더라구요.. 이미 테라버닝으로 200레벨을 찍어놨는데 그냥 250비약 먹여도 될까요..?","메린이 유니온 질문있습니다 요번 챌섭으로 시작한 메린이 입니다! 슬슬 유니온작을 해야한다던데.. 제가 주캐릭은 렌이고 테라버닝으로 메르세데스, 은월, 레테를 200레벨 까지 찍어놓은 상황입니다 근데 여러 글들을 찾아보니 메르세데스에 250비약을 먹이라고 하더라구요.. 이미 테라버닝으로 200레벨을 찍어놨는데 그냥 250비약 먹여도 될까요..?",True,True,"['메린', '유니온', '요번', '챌섭', '시작', '유니온작', '주캐릭', '테라버닝', '메르세데스', '은월', '레테', '레벨', '상황', '먹이']",True
아이템,헥환 5만목표 방향성 궁금해요,2026-08-14,576,0,현재 템 세팅이구요 환산사이트에서는 장신구19성찍으라거 나와있는데 주에 약40억나옵니다. 5만목표로 템세팅하면 어느거부터 해야할까요?? 부탁드립미다 ㅜㅜ,12,헥환 5만목표 방향성 궁금해요,현재 템 세팅이구요 환산사이트에서는 장신구19성찍으라거 나와있는데 주에 약40억나옵니다. 5만목표로 템세팅하면 어느거부터 해야할까요?? 부탁드립미다 ㅜㅜ,헥환 5만목표 방향성 궁금해요 현재 템 세팅이구요 환산사이트에서는 장신구19성찍으라거 나와있는데 주에 약40억나옵니다. 5만목표로 템세팅하면 어느거부터 해야할까요?? 부탁드립미다 ㅜㅜ,True,True,"['방향', '궁금하', '세팅', '환산', '사이트', '장신구']",False
아이템,템환 10만으로 가고싶습니다..,2026-08-14,740,0,"환산사이트에서는 순서를 잘 모르겠어서. 메벤형님들꼐 질문드립니다..
이벤트때마다 22 눌러보는게 나을까요? 아니면 새로 장비를 맞추면서 업그레이드 식으로 사야될지 해서요
첨에 목표는 8만이였어서 이렇게 셋팅하긴했는데 하면할수록 목표가 생겨서 꼬인듯합니다 ㅜ",5,템환 10만으로 가고싶습니다..,환산사이트에서는 순서를 잘 모르겠어서. 메벤형님들꼐 질문드립니다.. 이벤트때마다 22 눌러보는게 나을까요? 아니면 새로 장비를 맞추면서 업그레이드 식으로 사야될지 해서요 첨에 목표는 8만이였어서 이렇게 셋팅하긴했는데 하면할수록 목표가 생겨서 꼬인듯합니다 ㅜ,템환 10만으로 가고싶습니다.. 환산사이트에서는 순서를 잘 모르겠어서. 메벤형님들꼐 질문드립니다.. 이벤트때마다 22 눌러보는게 나을까요? 아니면 새로 장비를 맞추면서 업그레이드 식으로 사야될지 해서요 첨에 목표는 8만이였어서 이렇게 셋팅하긴했는데 하면할수록 목표가 생겨서 꼬인듯합니다 ㅜ,True,True,"['템환', '환산', '사이트', '순서', '메벤', '이벤트', '누르', '장비', '업그레이드', '이렇', '셋팅', '생기', '꼬이']",False
기타,챌썹뉴비 지금 시기에 패스 다 지를까요?,2026-08-14,823,0,"형님들 챌썹에 지금 이 시기에 캐릭생성 할라는데
제네 패스든 뭐든 다 질러도 괜찮겠습니까?",13,챌썹뉴비 지금 시기에 패스 다 지를까요?,형님들 챌썹에 지금 이 시기에 캐릭생성 할라는데 제네 패스든 뭐든 다 질러도 괜찮겠습니까?,챌썹뉴비 지금 시기에 패스 다 지를까요? 형님들 챌썹에 지금 이 시기에 캐릭생성 할라는데 제네 패스든 뭐든 다 질러도 괜찮겠습니까?,True,True,"['챌썹뉴비', '시기', '패스', '지르', '챌썹', '캐릭', '생성', '괜찮']",False
기타,유니온 크뎀40개찍으려면 유니온 몇렙되야하나요???,2026-08-14,483,0,복귀유저라 ㅠㅠ 5800인데 크뎀 30개까지밖에 못찍어서 궁금해요 ㅠㅠ,0,유니온 크뎀40개찍으려면 유니온 몇렙되야하나요???,복귀유저라 ㅠㅠ 5800인데 크뎀 30개까지밖에 못찍어서 궁금해요 ㅠㅠ,유니온 크뎀40개찍으려면 유니온 몇렙되야하나요??? 복귀유저라 ㅠㅠ 5800인데 크뎀 30개까지밖에 못찍어서 궁금해요 ㅠㅠ,True,True,"['유니온', '크뎀', '복귀', '유저', '궁금하']",True
아이템,유입된 메린인 인데 이 이상 어떻게 스팩업을 해야할지 알려주세요!,2026-08-14,367,0,"제가 이번에 유입된 메린이인데 어떻게 알아보고 템셋팅해서 챌린저까지는 깼습니다!
근데 이 다음 템셋팀을 어떻게 해야할지를 잘 모르겠어서 메짱분들에게 문의좀 남기고싶습니다!
메달 2~30씩 쓸거같고요 지금의 최종목표는 림보에요
길게 할거같습니다!",0,유입된 메린인 인데 이 이상 어떻게 스팩업을 해야할지 알려주세요!,제가 이번에 유입된 메린이인데 어떻게 알아보고 템셋팅해서 챌린저까지는 깼습니다! 근데 이 다음 템셋팀을 어떻게 해야할지를 잘 모르겠어서 메짱분들에게 문의좀 남기고싶습니다! 메달 2~30씩 쓸거같고요 지금의 최종목표는 림보에요 길게 할거같습니다!,유입된 메린인 인데 이 이상 어떻게 스팩업을 해야할지 알려주세요! 제가 이번에 유입된 메린이인데 어떻게 알아보고 템셋팅해서 챌린저까지는 깼습니다! 근데 이 다음 템셋팀을 어떻게 해야할지를 잘 모르겠어서 메짱분들에게 문의좀 남기고싶습니다! 메달 2~30씩 쓸거같고요 지금의 최종목표는 림보에요 길게 할거같습니다!,True,True,"['유입', '메린인', '스팩업', '알리', '메린이', '알아보', '셋팅', '챌린저', '템셋', '문의', '남기', '메달', '지금', '최종', '림보']",True
아이템,챌린저 찍어보고 싶은데 여기서 뭘 더 해야 할까요?,2026-08-14,654,0,"더 뭘 해야 할지 몰라서 질문 드립니다.
285 찍으면 엄청 좋다고 하는데 그건 불가능 할 것 같습니다.",9,챌린저 찍어보고 싶은데 여기서 뭘 더 해야 할까요?,더 뭘 해야 할지 몰라서 질문 드립니다. 285 찍으면 엄청 좋다고 하는데 그건 불가능 할 것 같습니다.,챌린저 찍어보고 싶은데 여기서 뭘 더 해야 할까요? 더 뭘 해야 할지 몰라서 질문 드립니다. 285 찍으면 엄청 좋다고 하는데 그건 불가능 할 것 같습니다.,True,True,['챌린저'],False
아이템,화에큐 사용처 질문,2026-08-14,339,0,해방을 했는데 카에유잠을 바르고 돌리다가 레전띄우고 공24퍼를 띄워서 더 돌릴필요는 없을것같은데 그럼 이제 화에큐를 어디에 써야할지모르겠습니다. 다른템들 에디는 다 에픽이라 화에큐를 쓰는게 아까워서요,0,화에큐 사용처 질문,해방을 했는데 카에유잠을 바르고 돌리다가 레전띄우고 공24퍼를 띄워서 더 돌릴필요는 없을것같은데 그럼 이제 화에큐를 어디에 써야할지모르겠습니다. 다른템들 에디는 다 에픽이라 화에큐를 쓰는게 아까워서요,화에큐 사용처 질문 해방을 했는데 카에유잠을 바르고 돌리다가 레전띄우고 공24퍼를 띄워서 더 돌릴필요는 없을것같은데 그럼 이제 화에큐를 어디에 써야할지모르겠습니다. 다른템들 에디는 다 에픽이라 화에큐를 쓰는게 아까워서요,True,True,"['화에큐', '사용처', '카에유잠', '띄우', '필요', '에디', '에픽', '아깝']",False
기타,환산 질문,2026-08-14,298,0,"환산주스텟에 보스 배율에 관해서 궁금한게 있는데요
혹시 보스배율 풀도핑 기준인가요?",2,환산 질문,환산주스텟에 보스 배율에 관해서 궁금한게 있는데요 혹시 보스배율 풀도핑 기준인가요?,환산 질문 환산주스텟에 보스 배율에 관해서 궁금한게 있는데요 혹시 보스배율 풀도핑 기준인가요?,True,True,"['환산', '환산주스텟', '보스', '배율', '관하', '궁금하', '도핑', '기준']",False
아이템,챌섭 메린이 질문이용,2026-08-14,310,0,오늘 보스 돌다가 거공 먹어서 총 48억 정도 있는데 어떻게 쓰는게 제일 나을까요? 이제 검마랑 세렌 정도 잡았어요,2,챌섭 메린이 질문이용,오늘 보스 돌다가 거공 먹어서 총 48억 정도 있는데 어떻게 쓰는게 제일 나을까요? 이제 검마랑 세렌 정도 잡았어요,챌섭 메린이 질문이용 오늘 보스 돌다가 거공 먹어서 총 48억 정도 있는데 어떻게 쓰는게 제일 나을까요? 이제 검마랑 세렌 정도 잡았어요,True,True,"['챌섭', '메린', '이용', '보스', '검마', '세렌']",True
아이템,요놈 에테장비에 바를수있나요?,2026-08-14,1103,0,에테르넬 모자장비에 이 에디에픽 주문서 바를수 있나요? 200제까지만 되는거죠?,3,요놈 에테장비에 바를수있나요?,에테르넬 모자장비에 이 에디에픽 주문서 바를수 있나요? 200제까지만 되는거죠?,요놈 에테장비에 바를수있나요? 에테르넬 모자장비에 이 에디에픽 주문서 바를수 있나요? 200제까지만 되는거죠?,True,True,"['에테', '장비', '에테르넬', '모자', '에디에픽', '주문서']",False
기타,mvp작,2026-08-14,537,0,"형님들 이번에 유입된 메린인데 바로 레드 달아보려는데,
부티크 50셋 사서 팔고 물통 치는게 효율 좋나요??",2,mvp작,"형님들 이번에 유입된 메린인데 바로 레드 달아보려는데, 부티크 50셋 사서 팔고 물통 치는게 효율 좋나요??","mvp작 형님들 이번에 유입된 메린인데 바로 레드 달아보려는데, 부티크 50셋 사서 팔고 물통 치는게 효율 좋나요??",True,True,"['유입', '메린', '레드', '부티크', '물통', '효율']",True
기타,제네패스 지금 사도 되나요?,2026-08-14,611,0,"제가 메이플을 지금 시작한지 얼마 안됏는데 아이템버닝 방금 다 깨고 이제 제네무기 해방하고싶은데
아이템버닝도 다 연모로 공짜버프 다 받고 깬거라 또 애매하고 지금 제네패스 사도 될까요?
설명보니깐 막 혼자해야하는걸 6명이서 할수있다는데
지금 제네패스 안사도 지금 캐릭터에다가 나중에 또 재네패스 나오면 살수있는건가요?
지금 안사고 따로 본섭가서 하려그려면 많이 빡센가요?",5,제네패스 지금 사도 되나요?,제가 메이플을 지금 시작한지 얼마 안됏는데 아이템버닝 방금 다 깨고 이제 제네무기 해방하고싶은데 아이템버닝도 다 연모로 공짜버프 다 받고 깬거라 또 애매하고 지금 제네패스 사도 될까요? 설명보니깐 막 혼자해야하는걸 6명이서 할수있다는데 지금 제네패스 안사도 지금 캐릭터에다가 나중에 또 재네패스 나오면 살수있는건가요? 지금 안사고 따로 본섭가서 하려그려면 많이 빡센가요?,제네패스 지금 사도 되나요? 제가 메이플을 지금 시작한지 얼마 안됏는데 아이템버닝 방금 다 깨고 이제 제네무기 해방하고싶은데 아이템버닝도 다 연모로 공짜버프 다 받고 깬거라 또 애매하고 지금 제네패스 사도 될까요? 설명보니깐 막 혼자해야하는걸 6명이서 할수있다는데 지금 제네패스 안사도 지금 캐릭터에다가 나중에 또 재네패스 나오면 살수있는건가요? 지금 안사고 따로 본섭가서 하려그려면 많이 빡센가요?,True,True,"['제네패스', '시작', '아이템버닝', '무기', '해방', '연모', '공짜버프', '설명', '캐릭터', '나중', '재네', '패스', '본섭', '빡세']",False
